,path,transcription,action,object,location,Content_Parsed_1,Content_Parsed_2,Content_Parsed_3,Content_Parsed_4
123,wavs/speakers/7NEaXjeLX3sg3yDB/07ca4bc0-454c-11e9-aa52-bf2189a03a60.wav,Heat down,decrease,heat,none,heat down,heat down,heat down,heat down
124,wavs/speakers/KqDyvgWm4Wh8ZDM7/32344ca0-44d2-11e9-a8b6-e96f2628bf65.wav,Increase the heating in the kitchen,increase,heat,kitchen,increase the heating in the kitchen,increase the heating in the kitchen,increase the heating in the kitchen,increase the heat in the kitchen
125,wavs/speakers/G3QxQd7qGRuXAZda/43a60100-45e9-11e9-b578-494a5b19ab8b.wav,Heat up,increase,heat,none,heat up,heat up,heat up,heat up
126,wavs/speakers/zZezMeg5XvcbRdg3/9ac33090-45d3-11e9-9992-dfba019cb646.wav,Switch on the lights,activate,lights,none,switch on the lights,switch on the lights,switch on the lights,switch on the light
127,wavs/speakers/DMApMRmGq5hjkyvX/5eb14880-45d8-11e9-81ce-69b74fd7e64e.wav,Turn up the temperature in the kitchen,increase,heat,kitchen,turn up the temperature in the kitchen,turn up the temperature in the kitchen,turn up the temperature in the kitchen,turn up the temperature in the kitchen
128,wavs/speakers/xRQE5VD7rRHVdyvM/ea67a850-45c0-11e9-8ec0-7bf21d1cfe30.wav,Bedroom lights off,deactivate,lights,bedroom,bedroom lights off,bedroom lights off,bedroom lights off,bedroom light off
129,wavs/speakers/9EWlVBQo9rtqRYdy/1ae20b40-45f0-11e9-aa19-e96346c3828f.wav,Decrease the heating in the kitchen,decrease,heat,kitchen,decrease the heating in the kitchen,decrease the heating in the kitchen,decrease the heating in the kitchen,decrease the heat in the kitchen
130,wavs/speakers/d3erpmyk9yFlVyrZ/6c3181d0-4607-11e9-bc65-55b32b211b66.wav,Turn the sound up,increase,volume,none,turn the sound up,turn the sound up,turn the sound up,turn the sound up
131,wavs/speakers/neaPN7GbBEUex8rV/3b58a800-45d4-11e9-9992-dfba019cb646.wav,Put on the music,activate,music,none,put on the music,put on the music,put on the music,put on the music
132,wavs/speakers/Gym5dABePPHA8mZK9/126f38d0-45ef-11e9-aa19-e96346c3828f.wav,Turn up the temperature in the bedroom,increase,heat,bedroom,turn up the temperature in the bedroom,turn up the temperature in the bedroom,turn up the temperature in the bedroom,turn up the temperature in the bedroom
133,wavs/speakers/Z7BXPnplxGUjZdmBZ/2e899ee0-44f8-11e9-a1ea-79ca03012c0e.wav,Decrease the temperature,decrease,heat,none,decrease the temperature,decrease the temperature,decrease the temperature,decrease the temperature
134,wavs/speakers/kxgXN97ALmHbaezp/32904000-4469-11e9-beaa-1f3e1eab7bff.wav,I need to practice my Chinese. Switch the language,change language,Chinese,none,i need to practice my chinese. switch the language,i need to practice my chinese switch the language,i need to practice my chinese switch the language,i need to practice my chinese switch the language
135,wavs/speakers/Z7BXPnplxGUjZdmBZ/18b4a1a0-44f8-11e9-a1ea-79ca03012c0e.wav,Increase the heating in the washroom,increase,heat,washroom,increase the heating in the washroom,increase the heating in the washroom,increase the heating in the washroom,increase the heat in the washroom
136,wavs/speakers/d2waAp3pEjiWgrDEY/319184b0-4519-11e9-9035-7943ec3b842a.wav,Switch off the lamp,deactivate,lamp,none,switch off the lamp,switch off the lamp,switch off the lamp,switch off the lamp
137,wavs/speakers/9mYN2zmq7aTw4Blo/27fe7210-4450-11e9-beaa-1f3e1eab7bff.wav,Volume lower,decrease,volume,none,volume lower,volume lower,volume lower,volume lower
138,wavs/speakers/5o9BvRGEGvhaeBwA/3ec80c70-44e8-11e9-a1ea-79ca03012c0e.wav,Volume down,decrease,volume,none,volume down,volume down,volume down,volume down
139,wavs/speakers/ObdQbr9wyDfbmW4E/653d2b40-4454-11e9-beaa-1f3e1eab7bff.wav,Turn the bedroom heat up,increase,heat,bedroom,turn the bedroom heat up,turn the bedroom heat up,turn the bedroom heat up,turn the bedroom heat up
140,wavs/speakers/EExgNZ9dvgTE3928/c13b6620-460f-11e9-bc65-55b32b211b66.wav,Switch the lights off in the kitchen,deactivate,lights,kitchen,switch the lights off in the kitchen,switch the lights off in the kitchen,switch the lights off in the kitchen,switch the light off in the kitchen
141,wavs/speakers/anvKyBjB5OiP5dYZ/3ab1f770-4576-11e9-9600-8f19ade2128c.wav,Lights on in the bedroom,activate,lights,bedroom,lights on in the bedroom,lights on in the bedroom,lights on in the bedroom,light on in the bedroom
142,wavs/speakers/BvyakyrDmQfWEABb/ec7102b0-4609-11e9-bc65-55b32b211b66.wav,Turn the kitchen temperature down,decrease,heat,kitchen,turn the kitchen temperature down,turn the kitchen temperature down,turn the kitchen temperature down,turn the kitchen temperature down
143,wavs/speakers/G3QxQd7qGRuXAZda/1979d440-45e6-11e9-b578-494a5b19ab8b.wav,Switch the kitchen lights on,activate,lights,kitchen,switch the kitchen lights on,switch the kitchen lights on,switch the kitchen lights on,switch the kitchen light on
144,wavs/speakers/BvyakyrDmQfWEABb/965a01e0-4606-11e9-bc65-55b32b211b66.wav,Change the language,change language,none,none,change the language,change the language,change the language,change the language
145,wavs/speakers/2ojo7YRL7Gck83Z3/fb90dfb0-45df-11e9-81ce-69b74fd7e64e.wav,Turn down the heat in the kitchen,decrease,heat,kitchen,turn down the heat in the kitchen,turn down the heat in the kitchen,turn down the heat in the kitchen,turn down the heat in the kitchen
146,wavs/speakers/kxgXN97ALmHbaezp/0c5280f0-4465-11e9-beaa-1f3e1eab7bff.wav,Far too loud,decrease,volume,none,far too loud,far too loud,far too loud,far too loud
147,wavs/speakers/R3mXwwoaX9IoRVKe/0af0c6d0-4551-11e9-aa52-bf2189a03a60.wav,Turn the kitchen temperature up,increase,heat,kitchen,turn the kitchen temperature up,turn the kitchen temperature up,turn the kitchen temperature up,turn the kitchen temperature up
148,wavs/speakers/BvyakyrDmQfWEABb/efd87800-4606-11e9-bc65-55b32b211b66.wav,Turn the volume up,increase,volume,none,turn the volume up,turn the volume up,turn the volume up,turn the volume up
149,wavs/speakers/xRQE5VD7rRHVdyvM/a193a2d0-45c2-11e9-8ec0-7bf21d1cfe30.wav,Increase the heating,increase,heat,none,increase the heating,increase the heating,increase the heating,increase the heat
150,wavs/speakers/jgxq52DoPpsR9ZRx/033dbc60-4518-11e9-9035-7943ec3b842a.wav,I can't hear that,increase,volume,none,i can't hear that,i can't hear that,i can't hear that,i can't hear that
151,wavs/speakers/WYmlNV2rDkSaALOE/69ce83f0-4438-11e9-beaa-1f3e1eab7bff.wav,Bring shoes,bring,shoes,none,bring shoes,bring shoes,bring shoes,bring shoe
152,wavs/speakers/W4XOzzNEbrtZz4dW/726daf90-44d3-11e9-a8b6-e96f2628bf65.wav,Kitchen heat down,decrease,heat,kitchen,kitchen heat down,kitchen heat down,kitchen heat down,kitchen heat down
153,wavs/speakers/Rq9EA8dEeZcEwada2/3d893f70-45db-11e9-81ce-69b74fd7e64e.wav,Switch off the lamp,deactivate,lamp,none,switch off the lamp,switch off the lamp,switch off the lamp,switch off the lamp
154,wavs/speakers/xwpvGaaWl5c3G5N3/a4b20ff0-45b9-11e9-8ec0-7bf21d1cfe30.wav,Washroom heat up,increase,heat,washroom,washroom heat up,washroom heat up,washroom heat up,washroom heat up
155,wavs/speakers/G3QxQd7qGRuXAZda/39143110-45e6-11e9-b578-494a5b19ab8b.wav,Washroom lights on,activate,lights,washroom,washroom lights on,washroom lights on,washroom lights on,washroom light on
156,wavs/speakers/xwzgmmv5ZOiVaxXz/8aa37300-453d-11e9-b1e4-e5985dca719e.wav,Bring juice,bring,juice,none,bring juice,bring juice,bring juice,bring juice
157,wavs/speakers/5BEzPgPKe8taG9OB/876a6210-457f-11e9-9600-8f19ade2128c.wav,Set the language,change language,none,none,set the language,set the language,set the language,set the language
158,wavs/speakers/n5XllaB4gZFwZXkBz/621870e0-45ef-11e9-aa19-e96346c3828f.wav,Increase the volume,increase,volume,none,increase the volume,increase the volume,increase the volume,increase the volume
159,wavs/speakers/W4XOzzNEbrtZz4dW/20c10330-44cf-11e9-a8b6-e96f2628bf65.wav,Lights on in the kitchen,activate,lights,kitchen,lights on in the kitchen,lights on in the kitchen,lights on in the kitchen,light on in the kitchen
160,wavs/speakers/xEYa2wgAQof3wyEO/240dc950-4534-11e9-b1e4-e5985dca719e.wav,Turn the temperature down in the washroom,decrease,heat,washroom,turn the temperature down in the washroom,turn the temperature down in the washroom,turn the temperature down in the washroom,turn the temperature down in the washroom
161,wavs/speakers/DMApMRmGq5hjkyvX/1dc8eea0-45dc-11e9-81ce-69b74fd7e64e.wav,Turn down the heat in the bathroom,decrease,heat,washroom,turn down the heat in the bathroom,turn down the heat in the bathroom,turn down the heat in the bathroom,turn down the heat in the bathroom
162,wavs/speakers/NWAAAQQZDXC5b9Mk/2df050e0-444f-11e9-beaa-1f3e1eab7bff.wav,Kitchen lights off,deactivate,lights,kitchen,kitchen lights off,kitchen lights off,kitchen lights off,kitchen light off
163,wavs/speakers/G3QxQd7qGRuXAZda/d5a1a2e0-45e8-11e9-b578-494a5b19ab8b.wav,Bedroom lights off,deactivate,lights,bedroom,bedroom lights off,bedroom lights off,bedroom lights off,bedroom light off
164,wavs/speakers/g2dnA9Wpvzi2WAmZ/0a429100-4547-11e9-aa52-bf2189a03a60.wav,Switch the lights on,activate,lights,none,switch the lights on,switch the lights on,switch the lights on,switch the light on
165,wavs/speakers/AY5e3mMgZkIyG3Ox/d3553670-446a-11e9-beaa-1f3e1eab7bff.wav,Turn off the lights in the bedroom,deactivate,lights,bedroom,turn off the lights in the bedroom,turn off the lights in the bedroom,turn off the lights in the bedroom,turn off the light in the bedroom
166,wavs/speakers/73bEEYMKLwtmVwV43/d5bd5230-452d-11e9-b1e4-e5985dca719e.wav,Increase the heating in the bedroom,increase,heat,bedroom,increase the heating in the bedroom,increase the heating in the bedroom,increase the heating in the bedroom,increase the heat in the bedroom
167,wavs/speakers/oXjpaOq4wVUezb3x/b6ca0670-450f-11e9-9539-7f047cfe24d1.wav,Decrease the temperature in the kitchen,decrease,heat,kitchen,decrease the temperature in the kitchen,decrease the temperature in the kitchen,decrease the temperature in the kitchen,decrease the temperature in the kitchen
168,wavs/speakers/Gym5dABePPHA8mZK9/484a1b60-45ee-11e9-aa19-e96346c3828f.wav,Kitchen lights on,activate,lights,kitchen,kitchen lights on,kitchen lights on,kitchen lights on,kitchen light on
169,wavs/speakers/73bEEYMKLwtmVwV43/1eb56f90-452e-11e9-b1e4-e5985dca719e.wav,Turn down the heat in the kitchen,decrease,heat,kitchen,turn down the heat in the kitchen,turn down the heat in the kitchen,turn down the heat in the kitchen,turn down the heat in the kitchen
170,wavs/speakers/NWAAAQQZDXC5b9Mk/cdff9340-444d-11e9-beaa-1f3e1eab7bff.wav,Get me some juice,bring,juice,none,get me some juice,get me some juice,get me some juice,get me some juice
171,wavs/speakers/52XVOeXMXYuaElyw/d239f460-45c8-11e9-8ec0-7bf21d1cfe30.wav,Turn on the lamp,activate,lamp,none,turn on the lamp,turn on the lamp,turn on the lamp,turn on the lamp
172,wavs/speakers/zwKdl7Z2VRudGj2L/58254ca0-4515-11e9-9035-7943ec3b842a.wav,Bathroom lights on,activate,lights,washroom,bathroom lights on,bathroom lights on,bathroom lights on,bathroom light on
173,wavs/speakers/NWAAAQQZDXC5b9Mk/133b9a60-444b-11e9-beaa-1f3e1eab7bff.wav,Turn the volume up,increase,volume,none,turn the volume up,turn the volume up,turn the volume up,turn the volume up
174,wavs/speakers/73bEEYMKLwtmVwV43/7df24350-452b-11e9-a843-8db76f4b5e29.wav,Switch off the lights,deactivate,lights,none,switch off the lights,switch off the lights,switch off the lights,switch off the light
175,wavs/speakers/ObdQbr9wyDfbmW4E/99771f20-443f-11e9-beaa-1f3e1eab7bff.wav,Turn on the kitchen lights,activate,lights,kitchen,turn on the kitchen lights,turn on the kitchen lights,turn on the kitchen lights,turn on the kitchen light
176,wavs/speakers/ObdQbr9wyDfbmW4E/14c139e0-4454-11e9-beaa-1f3e1eab7bff.wav,"This video sound is too low, turn up the volume",increase,volume,none,"this video sound is too low, turn up the volume",this video sound is too low turn up the volume,this video sound is too low turn up the volume,this video sound be too low turn up the volume
177,wavs/speakers/mor8vDGkaOHzLLWBp/fade8740-453d-11e9-b1e4-e5985dca719e.wav,Switch on the bathroom lights,activate,lights,washroom,switch on the bathroom lights,switch on the bathroom lights,switch on the bathroom lights,switch on the bathroom light
178,wavs/speakers/zZezMeg5XvcbRdg3/ed45f800-45df-11e9-81ce-69b74fd7e64e.wav,Play music,activate,music,none,play music,play music,play music,play music
179,wavs/speakers/DWmlpyg93YCXAXgE/ce8d2e30-4506-11e9-a1ea-79ca03012c0e.wav,Switch on the kitchen lights,activate,lights,kitchen,switch on the kitchen lights,switch on the kitchen lights,switch on the kitchen lights,switch on the kitchen light
180,wavs/speakers/mor8vDGkaOHzLLWBp/d8613950-453e-11e9-b1e4-e5985dca719e.wav,Turn the heat down in the kitchen,decrease,heat,kitchen,turn the heat down in the kitchen,turn the heat down in the kitchen,turn the heat down in the kitchen,turn the heat down in the kitchen
181,wavs/speakers/xEYa2wgAQof3wyEO/b32dbe50-453a-11e9-b1e4-e5985dca719e.wav,Go get me my shoes,bring,shoes,none,go get me my shoes,go get me my shoes,go get me my shoes,go get me my shoe
182,wavs/speakers/d2waAp3pEjiWgrDEY/1bf61990-450f-11e9-9539-7f047cfe24d1.wav,Turn the volume down,decrease,volume,none,turn the volume down,turn the volume down,turn the volume down,turn the volume down
183,wavs/speakers/M4ybygBlWqImBn9oZ/241ac2d0-454e-11e9-aa52-bf2189a03a60.wav,Kitchen lights off,deactivate,lights,kitchen,kitchen lights off,kitchen lights off,kitchen lights off,kitchen light off
184,wavs/speakers/zZezMeg5XvcbRdg3/53db0dd0-45db-11e9-81ce-69b74fd7e64e.wav,Decrease the volume,decrease,volume,none,decrease the volume,decrease the volume,decrease the volume,decrease the volume
185,wavs/speakers/WYmlNV2rDkSaALOE/add7f720-4438-11e9-beaa-1f3e1eab7bff.wav,I need to practice my English. Switch the language,change language,English,none,i need to practice my english. switch the language,i need to practice my english switch the language,i need to practice my english switch the language,i need to practice my english switch the language
186,wavs/speakers/5o9BvRGEGvhaeBwA/35fecde0-44ed-11e9-a1ea-79ca03012c0e.wav,Turn volume down,decrease,volume,none,turn volume down,turn volume down,turn volume down,turn volume down
187,wavs/speakers/EExgNZ9dvgTE3928/0142bc90-4611-11e9-bc65-55b32b211b66.wav,Decrease the temperature in the kitchen,decrease,heat,kitchen,decrease the temperature in the kitchen,decrease the temperature in the kitchen,decrease the temperature in the kitchen,decrease the temperature in the kitchen
188,wavs/speakers/NWAAAQQZDXC5b9Mk/827503d0-4450-11e9-beaa-1f3e1eab7bff.wav,Turn the bedroom heat down,decrease,heat,bedroom,turn the bedroom heat down,turn the bedroom heat down,turn the bedroom heat down,turn the bedroom heat down
189,wavs/speakers/oRrwPDNPlAieQr8Q/a99e17c0-4519-11e9-9035-7943ec3b842a.wav,Decrease audio volume,decrease,volume,none,decrease audio volume,decrease audio volume,decrease audio volume,decrease audio volume
190,wavs/speakers/W4XOzzNEbrtZz4dW/94cdbc10-44d3-11e9-a8b6-e96f2628bf65.wav,Turn the heat down in the washroom,decrease,heat,washroom,turn the heat down in the washroom,turn the heat down in the washroom,turn the heat down in the washroom,turn the heat down in the washroom
191,wavs/speakers/KqDyvgWm4Wh8ZDM7/045ff810-44d2-11e9-a8b6-e96f2628bf65.wav,Make it quieter,decrease,volume,none,make it quieter,make it quieter,make it quieter,make it quieter
192,wavs/speakers/73bEEYMKLwtmVwV43/cfdbee20-452e-11e9-b1e4-e5985dca719e.wav,Switch the language,change language,none,none,switch the language,switch the language,switch the language,switch the language
193,wavs/speakers/zaEBPeMY4NUbDnZy/b0ffa410-44d4-11e9-a8b6-e96f2628bf65.wav,Could you increase the heating please?,increase,heat,none,could you increase the heating please?,could you increase the heating please,could you increase the heating please,could you increase the heat please
194,wavs/speakers/xPZw23VxroC3N34k/ced93f70-4513-11e9-9539-7f047cfe24d1.wav,Change system language,change language,none,none,change system language,change system language,change system language,change system language
195,wavs/speakers/ppzZqYxGkESMdA5Az/a0c50de0-4472-11e9-a9a5-5dbec3b8816a.wav,Turn the bedroom heat down,decrease,heat,bedroom,turn the bedroom heat down,turn the bedroom heat down,turn the bedroom heat down,turn the bedroom heat down
196,wavs/speakers/g2dnA9Wpvzi2WAmZ/c6ffd3c0-4547-11e9-aa52-bf2189a03a60.wav,Increase the volume,increase,volume,none,increase the volume,increase the volume,increase the volume,increase the volume
197,wavs/speakers/d3erpmyk9yFlVyrZ/a25939f0-4608-11e9-bc65-55b32b211b66.wav,Could you decrease the heating?,decrease,heat,none,could you decrease the heating?,could you decrease the heating,could you decrease the heating,could you decrease the heat
